Chain,CE_2026-03-27,CE_2026-03-25,CE_2026-03-23,strikePrice,PE_2026-03-23,PE_2026-03-25,PE_2026-03-27
Bid,,,0,775,,,
Ask,,,4.5,775,,,
Bid,6.1,2.75,,770,58.3,58.2,
Ask,9.1,7,,770,65,67,
Bid,,,0.05,767.5,,,
Ask,,,6.2,767.5,,,
Bid,,,,765,55,,
Ask,,,,765,60,,
Bid,8,,1.3,760,50.4,,
Ask,11.4,,4.8,760,55.7,,
Bid,,,,755,44.3,,
Ask,,,,755,51,,
Bid,,5.5,,750,41.4,44.5,49.2
Ask,,10.9,,750,47,50.9,53.9
Ask,,,,745,42.9,,
Bid,,,,745,37.3,,
Ask,18.7,,8.8,740,39,,48.8
Bid,14,,3.4,740,34.3,,42.8
Bid,,,4.7,735,30.5,,
Ask,,,10.3,735,35.5,,
Bid,,,,730,27.3,32.3,36.8
Ask,,,,730,32,36.4,41.2
Ask,,,,725,28.7,,
Bid,,,,725,24.2,,
Bid,,,,720,21.1,25.2,
Ask,,,,720,26.1,30.9,
Ask,,25.4,,710,21,27,31.5
Bid,,20.8,,710,16.5,21.1,26.6
Bid,,,,700,12.1,16.5,23.2
Ask,,,,700,16.9,21.8,28.1
Bid,,,,690,7.8,14.2,
Ask,,,,690,13.3,18.2,
Bid,,,,680,6.7,11.2,
Ask,,,,680,10.2,14.7,
Bid,,,,675,3.8,,
Ask,,,,675,9,,
Bid,,,,670,3.7,8.7,
Ask,,,,670,8.7,12,
Bid,,,,660,3.8,6.8,7.6
Ask,,,,660,7.9,9.2,17.0
Bid,,,,650,0.75,5.3,6.0
Ask,,,,650,5,8.1,14.7
Ask,,,,640,5.9,,10.4
Bid,,,,640,0.55,,6.9
Bid,,,,630,0,3.4,2.7
Ask,,,,630,4.3,8.9,10.8
Bid,,,,620,0,,1.75
Ask,,,,620,3.6,,10.5
Bid,,,,610,,,1.45
Ask,,,,610,,,8.2
Ask,,,,600,3,,
Bid,,,,600,0,,
Bid,,,,590,,,0.05
Ask,,,,590,,,7.2
Ask,,,,500,1,2.4,
Bid,,,,500,0,0,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Ask,2.15,2.15,,450,,,
Bid,0,0,,450,,,
Ask,,2.15,2.15,440,,151.3,
Bid,,0,0,440,,147.3,
Bid,,0,,430,137.9,,137.9
Ask,,2.15,,430,141.3,,141.3
Bid,,0,0,420,,,
Ask,,0.05,2.15,420,,,
Ask,,2.2,,415,,126.3,
Bid,,0,,415,,122.6,
Bid,,0,0,410,117.9,,
Ask,,2.2,2.15,410,121.3,,
Ask,,2.25,2.15,405,116.3,,
Bid,,0,,405,113,,
Bid,0,0,0,400,,,
Ask,2.55,2.3,2.15,400,,,
Ask,,2.35,2.15,395,,,
Bid,,0,0,395,,,
Bid,,0,0,390,97.9,,
Ask,,2.4,2.2,390,101.3,,
Bid,,0,0,385,,,
Ask,,2.5,2.2,385,,,
Bid,0,0,0,380,,88.1,
Ask,2.8,2.6,2.25,380,,91.3,
Ask,,,2.25,377.5,,,
Ask,3.1,2.35,2.25,375,,,
Bid,0,0,0,375,,,
Ask,,,2.3,372.5,,,
Bid,0.35,0,0,370,,,
Ask,3.3,2.5,2.35,370,,,
Ask,3.4,2.8,2.4,365,,76.6,
Bid,0.15,0,0,365,,73.1,
Ask,3.2,2.8,2.5,360,71.3,71.6,72.4
Bid,0.5,0,0,360,67.9,68.4,69.0
Bid,0.85,0.05,0,355,63.1,,
Ask,4.2,3,2.25,355,66.2,,
Bid,1.1,0.05,0,350,58.2,58.6,
Ask,4.4,3.2,1.25,350,61.2,62.2,
Bid,1.8,0.6,0,345,53.5,,
Ask,4.9,3,2.3,345,56.3,,
Bid,2.45,1.85,0.35,340,48.8,49.9,
Ask,5.9,2.95,1.3,340,51.4,52.6,
Bid,,,0,337.5,,,
Ask,,,2.5,337.5,,,
Bid,3,2.3,0,335,44,,46.8
Ask,6.5,3.5,1.3,335,46.7,,50.1
Ask,,,2.7,332.5,,,
Bid,,,0,332.5,,,
Ask,6.2,3.9,2,330,41.9,43.7,46.0
Bid,3.8,2.9,0,330,39.6,41.3,42.7
Ask,8.3,5.2,2.8,325,37.4,39.5,42.0
Bid,4.4,3.7,1.45,325,34.7,36.9,38.8
Ask,9.4,5.5,3.6,320,33,35.4,38.2
Bid,6,4.4,1.6,320,30.3,32.7,34.9
Ask,10,7.1,3.8,315,28.8,31.5,34.3
Bid,7.5,5.9,2.7,315,26.4,29,31.6
Ask,,,4.1,312.5,27,,
Bid,,,3.5,312.5,24.4,,
Ask,11.2,8.2,5,310,25.2,27.9,31.1
Bid,9.2,6.2,4.1,310,22.4,25.4,28.8
Ask,,,5.8,307.5,,,
Bid,,,4.5,307.5,,,
Bid,10.6,8.3,5.6,305,19,21.7,
Ask,13.8,9.7,6.6,305,21.4,24.8,
Ask,,,7.5,302.5,,,
Bid,,,6.3,302.5,,,
Ask,15.8,11.6,8,300,18.2,21.6,24.9
Bid,12.5,11,7.3,300,16.1,19.5,22.5
Ask,,,9.5,297.5,,,
Bid,,,6.8,297.5,,,
Bid,15.3,13.1,8.6,295,13.1,16,19.5
Ask,18.1,14.8,10.5,295,15.8,19.1,22.1
Bid,,,9.1,292.5,11.2,,
Ask,,,11.9,292.5,14.4,,
Bid,17.8,14.5,10.5,290,10.3,13.5,17.2
Ask,20.7,16.4,13.4,290,13.2,16.3,19.4
Bid,,,11.8,287.5,9.1,,
Ask,,,14.5,287.5,12,,
Bid,20.5,17.2,13.2,285,8.6,11.2,14.7
Ask,23.1,19.3,15.9,285,11,14.1,17.0
Bid,,,14.8,282.5,,,
Ask,,,17.4,282.5,,,
Ask,25.8,22.5,19.4,280,9.1,12.2,14.9
Bid,23,19.8,16.8,280,6.7,10.1,12.9
Ask,,,,277.5,8.3,,
Bid,,,,277.5,5.5,,
Bid,,22.8,19.6,275,5.2,8.3,10.8
Ask,,25.5,23.1,275,6.9,9.9,12.9
Bid,,,,272.5,4.3,,
Ask,,,,272.5,6.9,,
Bid,,26.7,23.8,270,4,6,9.0
Ask,,29.4,26.5,270,5.5,8.2,11.9
Bid,,,,267.5,2.9,,
Ask,,,,267.5,4.8,,
Ask,,33.3,30.5,265,4.1,7.6,9.5
Bid,,30.1,27.7,265,1.55,5.3,8.0
Bid,36.7,,32.1,260,1.35,4.1,6.6
Ask,40.1,,34.4,260,4.2,6.1,9.2
Bid,,,,255,1.05,2.65,4.9
Ask,,,,255,3.4,5.1,6.9
Bid,,42.4,40.6,250,0.2,2.3,4.6
Ask,,45.5,43.6,250,2,4.4,5.8
Ask,,,,247.5,3.5,,
Bid,,,,247.5,0.15,,
Bid,48.8,,45.2,245,0,2,2.95
Ask,51.8,,48.7,245,3.4,3.6,5.4
Bid,,51.4,,240,0.75,0.85,2.25
Ask,,54.4,,240,2.55,2.4,5.2
Ask,60.6,58.8,,235,2.65,3.2,
Bid,57.3,56,,235,0,1.4,
Bid,,,,232.5,0,,
Ask,,,,232.5,2.6,,
Bid,,,56.7,230,0,1.15,1.65
Ask,,,59.9,230,2.5,2.75,4.8
Ask,,,,225,2.45,3.4,4.3
Bid,,,,225,0,0,0.8
Bid,,,69.3,220,0,0,0.45
Ask,,,72.8,220,2.35,2.8,3.6
Bid,,,,215,,,0.15
Ask,,,,215,2.3,,3.7
Bid,,80,79.4,210,0,0,0.05
Ask,,82.9,82.4,210,0.8,2.55,3.5
Bid,,,84.3,205,,,0.0
Ask,,,87.5,205,2.25,,3.4
Bid,,89.7,,200,0,,
Ask,,92.8,,200,1.1,,
Bid,,94.4,90.1,195,,,
Ask,,97.8,93.4,195,2.2,2.35,
Bid,,,99,190,,0,
Ask,,,102.4,190,2.15,1.45,
Ask,,108,107.3,185,,,
Bid,,104.3,104,185,,,
Bid,,109.2,,180,,,
Ask,,112.6,,180,2.15,2.2,
Bid,,114.3,,175,,,
Ask,,117.6,,175,2.15,,
Bid,,119.2,,170,,,
Ask,,122.5,,170,,,
Ask,,,,165,,,2.35
Bid,,,,165,,,0.0
Bid,,,144.1,145,,,
Ask,,,147.3,145,,,
Bid,,,149.1,140,,,
Ask,,,152.2,140,,,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Bid,,0.35,0,1140,,,
Ask,,4.7,0.75,1140,,,
Ask,,4.7,4.3,1130,,,
Bid,,0.1,0,1130,,,
Ask,,4.8,4.3,1120,,,
Bid,,0,0,1120,,,
Ask,,4.8,4.1,1110,,411.2,
Bid,,0,0,1110,,399.6,
Bid,,0.1,0,1100,,,
Ask,,4.8,3.3,1100,,,
Bid,0.05,0,0,1090,,,
Ask,7,4.8,3.3,1090,,,
Ask,7.2,4.8,0.85,1080,,,
Bid,0.05,0,0,1080,,,
Ask,7.4,4.8,,1070,,,
Bid,0.05,0,,1070,,,
Bid,0.7,0,,1060,,,
Ask,7.6,4.8,4.4,1060,,,
Bid,,0.1,0,1050,,,
Ask,,1.5,4.1,1050,,,
Bid,0.2,0.05,0,1040,328.2,,
Ask,7.8,5.5,4.4,1040,342,,
Bid,1.15,0,0,1030,,,
Ask,8.1,4.8,4.4,1030,,,
Bid,,0.05,0,1020,,,
Ask,,4.8,4.4,1020,,,
Bid,,0.05,,1010,,,
Ask,,6.1,4.4,1010,,,
Ask,9,6.3,0.3,1000,,,
Bid,3.3,1.5,0,1000,,,
Ask,,2.1,4.5,990,,,
Bid,,0.1,0,990,,,
Bid,,0.4,0,980,,,
Ask,,6.8,4.2,980,,,
Ask,,7,4.6,970,,,
Bid,,0.05,0,970,,,
Bid,,0.2,0,960,,,
Ask,,7,0.6,960,,,
Bid,4.9,1.55,0.4,950,,,
Ask,11.7,5,0.6,950,,,
Bid,,0.45,,940,,,
Ask,,7.4,,940,,,
Ask,,,4.5,930,231.5,,
Bid,,,0,930,220.4,,
Ask,13.9,4.6,1.1,920,,,
Bid,6.1,2.95,0.1,920,,,
Ask,14.7,8.9,1.45,910,,,
Bid,7.2,3.2,0.55,910,,,
Ask,15.6,9.2,1.5,900,,,
Bid,8.2,4,0,900,,,
Ask,15.3,8.1,5.9,890,,196.6,
Bid,9.4,4.2,0.5,890,,185,
Bid,10.5,4,0.2,880,170,175.1,
Ask,18.6,9.6,3.5,880,182.6,187.4,
Bid,,,1.75,875,,,
Ask,,,4.2,875,,,
Bid,12,5.5,1.8,870,161,,
Ask,20,9.9,2.9,870,172.9,,
Bid,13.2,6.2,1.5,860,,,166.0
Ask,21.5,10.9,5,860,,,176.9
Ask,,,4,855,,,
Bid,,,2,855,,,
Ask,22,11.9,3.9,850,153.9,160.5,168.7
Bid,15,6,2.5,850,142,148.5,157.8
Bid,17,8.1,2.6,840,,,
Ask,24.2,13.4,5,840,,,
Ask,26,15,8.5,830,,,
Bid,19.7,10.4,3.1,830,,,
Ask,,,7.2,825,,,
Bid,,,4.2,825,,,
Ask,28.3,16.7,9,820,,,
Bid,21,10.8,4.4,820,,,
Ask,,19,10.1,810,117.8,126.7,
Bid,,12.8,6.2,810,106.2,115.5,
Ask,31.6,20,9.7,805,,,
Bid,24.8,14.2,3.9,805,,,
Bid,25.7,17,8,800,99.1,106.2,118.1
Ask,32.8,20.9,9.3,800,107.4,117.7,129.4
Ask,34.3,22,10.9,795,,,
Bid,27,17,5.9,795,,,
Bid,28,17.1,6,790,,,
Ask,35.7,23.1,11.4,790,,,
Bid,30.2,18,8.2,785,,,106.9
Ask,36.8,24.8,12.8,785,,,118.6
Ask,38.6,26.2,12.8,780,91,101,114.9
Bid,31.2,21.1,12,780,83,93,103.8
Bid,33.1,20.9,10.7,775,79.1,90,101.0
Ask,40.8,27.2,15.3,775,87,97,109.0
Ask,41.8,28.9,16,770,82,94,105.9
Bid,34.2,22.8,11.7,770,75,86,97.4
Bid,36,24.6,12.5,765,71.1,83,
Ask,43.5,30.1,17.6,765,78.8,90.8,
Ask,,31.4,19.4,760,75,87,98.8
Bid,,27.5,14.5,760,68,79,91.6
Ask,,34,20.7,755,71,83.8,96.0
Bid,,27.5,17,755,64,76.1,88.1
Bid,41,28,20,750,61.1,74.6,85.7
Ask,48.6,35.8,22.4,750,67.9,79.7,92.8
Bid,43.2,,18.6,745,57.3,69.1,
Ask,50.5,,24.4,745,64.8,76.8,
Bid,45,32,20.3,740,54.1,66,78.1
Ask,52.4,39.5,25.5,740,61.8,74.9,86.0
Ask,54.6,40.8,27,735,58.9,70.8,83.8
Bid,47.2,35,24,735,51.5,63.2,75.1
Bid,49.6,36,24.9,730,48.6,62,74.6
Ask,56.6,43.6,30.3,730,55.9,66.9,80.9
Ask,,45.3,32.4,725,52.9,66,77.8
Bid,,38.1,26.5,725,45.2,57.3,69.7
Bid,,,27,722.5,,,
Ask,,,32.9,722.5,,,
Bid,54,41,29.6,720,42.8,54.7,68.8
Ask,60.9,47.5,34.3,720,49.8,62.8,74.8
Ask,,,36.5,717.5,,,
Bid,,,31.5,717.5,,,
Bid,56.1,43.2,30.1,715,39.5,52,64.2
Ask,62.9,50.5,36.6,715,48,59.8,72.0
Bid,58,45.1,32.3,710,37.1,49.5,63.5
Ask,65.8,52.1,38.9,710,44.8,56,69.6
Bid,62,48.2,35.2,705,35,46.7,61.0
Ask,67.6,54.4,42,705,42.9,54.9,67.0
Bid,63,50,38,700,34.5,45.6,57.8
Ask,71,56.7,44.1,700,39.3,52.9,64.8
Ask,,,46.8,697.5,,,
Bid,,,39,697.5,,,
Bid,66,53,41.2,695,31.9,44.1,56.3
Ask,73,60.4,47.5,695,37.3,49.9,61.5
Ask,75.9,64,50.4,690,35.3,47,58.9
Bid,68.2,56.2,43,690,28.1,40.1,53.9
Bid,71,59.2,46.1,685,28,37.9,51.6
Ask,79,65.9,53.2,685,33.3,45.9,58.0
Ask,80.5,68,57,680,30.9,43.9,54.2
Bid,74,61,49.2,680,26.5,35.8,49.1
Bid,76,64,52,675,24.2,33.6,47.2
Ask,83.5,71.5,60.6,675,28.1,41,53.0
Ask,86.9,74.6,63.2,670,26.1,38,50.9
Bid,79.1,67.1,56,670,22.7,31.9,43.1
Ask,90,77.6,66.8,665,25.3,38,
Bid,82.1,70,59,665,20.9,30.4,
Ask,,,68.6,662.5,,,
Bid,,,60.3,662.5,,,
Bid,85,74.1,62,660,19.5,29.7,40.0
Ask,92.5,80,70,660,22.9,36,47.0
Ask,,,72.2,657.5,,,
Bid,,,63.9,657.5,,,
Ask,95,84.3,74,655,22.3,33.6,45.0
Bid,88,77.1,66,655,17,26.4,38.1
Bid,,,67,652.5,,,
Ask,,,76,652.5,,,
Bid,91,80.2,69,650,16.2,26.2,37.4
Ask,98.9,87.9,77,650,19.9,30.2,40.5
Bid,,,71,647.5,,,
Ask,,,79,647.5,,,
Bid,95,84,73,645,14.7,24.4,34.3
Ask,102,91,81,645,20.2,29.8,41.0
Bid,,,75,642.5,13.6,,
Ask,,,83,642.5,19.8,,
Bid,98,87,77,640,13,22.8,33.4
Ask,105,95,85,640,17.8,28.6,38.0
Bid,,,79,637.5,13,,
Ask,,,86.9,637.5,18.9,,
Ask,108,98,89.1,635,17.7,27,38.0
Bid,101,90,80,635,12,21.6,31.5
Bid,,,82,632.5,12,,
Ask,,,91,632.5,17.5,,
Bid,101.7,94,84.2,630,11.6,19.8,28.8
Ask,112.6,102,92.9,630,15.6,24.9,36.0
Bid,,,87,627.5,10.8,,
Ask,,,95,627.5,15.6,,
Ask,115.6,105,96,625,14.8,23.9,33.2
Bid,105.3,97,88.2,625,10.3,18.2,25.4
Ask,,,98,622.5,14.8,,
Bid,,,90,622.5,9.2,,
Ask,119.5,109,100.5,620,13.5,22.7,32.2
Bid,108.6,101.2,92.1,620,9.5,17.1,25.5
Bid,,,94.1,617.5,8.9,,
Ask,,,103,617.5,11.8,,
Bid,112.1,102.3,96.1,615,8.3,16.5,23.8
Ask,122.7,113.9,105,615,10.8,21.9,30.9
Bid,115.8,106,101,610,8.6,14.5,21.9
Ask,126.3,118.1,109,610,12.6,20.4,27.5
Ask,,,,607.5,11.6,,
Bid,,,,607.5,5.9,,
Ask,130.9,121.7,113.3,605,9.8,16.8,27.2
Bid,119.4,110,103,605,4.5,13.7,21.4
Ask,134.1,125.6,118.3,600,8.9,15.9,24.8
Bid,123.2,114,107,600,6.7,13.9,20.6
Bid,127,118,111.1,595,5.1,10.9,18.4
Ask,138.2,130.1,122,595,10.6,14.4,25.6
Bid,,,113.3,592.5,,,
Ask,,,123.6,592.5,,,
Ask,143,133.4,128.3,590,8.5,15.7,23.1
Bid,130.8,122,116,590,4.7,11,17.9
Bid,134.6,126.1,120,585,2.3,10,16.4
Ask,146.2,138.2,132.2,585,8.7,15.1,23.1
Ask,150.8,141.8,136.1,580,7.5,14.9,20.1
Bid,138.4,130.3,125.2,580,4,8.5,13.9
Ask,153,145.8,140.2,575,6.6,13.1,21.0
Bid,142.3,135,129.9,575,1.9,7,14.1
Bid,146.3,139,134,570,3.6,6.1,13.0
Ask,157.8,152,146,570,5.6,12.7,19.0
Bid,150.3,143,138.3,565,0.2,5.1,12.4
Ask,162.3,156,149.1,565,8.2,11.7,18.0
Bid,154.3,148,143.2,560,3,5.1,10.8
Ask,165.9,159.6,155,560,6.2,10.8,18.3
Bid,,152.1,148,555,0,3.6,10.0
Ask,,163.2,160,555,4.5,10.8,17.3
Ask,175,168.7,164.7,550,3.9,10.8,16.3
Bid,163,157,152.3,550,1.75,3,8.9
Ask,178.9,172.7,,545,4.7,10,15.6
Bid,167,161,,545,1.95,2.45,8.1
Bid,,166.2,162,540,1.55,4,9.5
Ask,,176.2,174,540,3.7,7,14.3
Ask,,182.1,178.6,535,6.4,7.7,14.0
Bid,,170,167,535,0.1,1.45,7.0
Ask,,,182.7,530,4.8,7,12.6
Bid,,,172,530,0,2.3,6.5
Bid,184,,,525,0.8,0.55,5.0
Ask,195.8,,,525,2.4,9.2,11.0
Ask,199.5,195.8,193,520,2,5.4,12.1
Bid,189,184,181.5,520,0.1,1.95,4.8
Bid,,,,517.5,0.5,,
Ask,,,,517.5,5.2,,
Bid,193,189,,515,0,1.75,3.9
Ask,205.4,201,,515,2.4,7.6,11.2
Ask,,,,512.5,4.5,,
Bid,,,,512.5,0.5,,
Ask,,205.2,203,510,2.2,4.7,10.1
Bid,,193.3,191,510,0.8,1.6,3.8
Bid,,,,507.5,0,,
Ask,,,,507.5,4.7,,
Ask,,,,505,4.8,7.3,
Bid,,,,505,0,0.05,
Ask,,214.5,212.7,500,1.2,6.9,9.0
Bid,,202.4,201,500,0.55,2,4.1
Bid,,208,136.5,495,0.65,0.1,2.0
Ask,,218.8,145.1,495,2.55,6.6,9.5
Ask,,,,492.5,4.8,,
Bid,,,,492.5,0,,
Ask,,,222.2,490,4.6,4.1,9.4
Bid,,,210.4,490,0.6,1,1.05
Bid,,,215.3,485,0,0.75,1.0
Ask,,,228.1,485,4.6,6.2,9.1
Ask,,,,482.5,4.8,,
Bid,,,,482.5,0,,
Ask,,233.3,232.1,480,1.05,4.8,8.7
Bid,,221.9,220.2,480,0.5,0,0.45
Ask,,,,477.5,4.8,,
Bid,,,,477.5,0,,
Bid,,,225.1,475,0.05,0,0.35
Ask,,,236.7,475,4.8,4.2,8.4
Bid,,,,472.5,0,,
Ask,,,,472.5,4.8,,
Bid,,,230,470,0.05,0,0.15
Ask,,,242.8,470,4.8,4.8,8.1
Ask,251.2,,247.7,465,4.8,4.8,7.8
Bid,239,,235,465,0,0,0.05
Bid,,,240.1,460,0,0,0.05
Ask,,,252.3,460,4.7,4.8,7.6
Ask,,,,455,4.3,4.8,7.3
Bid,,,,455,0.05,0,0.05
Bid,253.2,251.1,249.8,450,0.1,0.2,0.0
Ask,265.7,263.4,262.1,450,1,5.2,4.8
Bid,,,254.9,445,0,0,0.05
Ask,,,267.5,445,4.6,4.8,6.8
Ask,,,272.2,440,4.6,4.8,6.6
Bid,,,259.9,440,0,0,0.65
Ask,,,,435,,4.8,6.2
Bid,,,,435,,0,0.6
Bid,,,,430,0.15,0.35,0.0
Ask,,,,430,3.8,4.8,4.8
Bid,,275.4,274.6,425,0,0,0.05
Ask,,288.3,287.4,425,0.95,4.8,6.1
Bid,282.1,280.5,,420,0,0,0.0
Ask,294.7,293.2,,420,4.4,4.8,4.8
Ask,,,,415,4.4,4.8,4.8
Bid,,,,415,0,0,0.0
Ask,,,302.4,410,0.8,4.8,4.8
Bid,,,289.5,410,0,0,0.0
Ask,,,,405,4.4,4.8,4.8
Bid,,,,405,0,0,0.0
Ask,,,233,400,0.25,4.7,4.7
Bid,,,222.3,400,0,0.2,0.0
Ask,,318,237.8,395,0.3,4.7,1.75
Bid,,305.2,227.1,395,0,0,0.0
Ask,,323,,390,2.9,2.3,4.8
Bid,,310.2,,390,0,0,0.0
Bid,,315,314.3,385,0,,0.0
Ask,,326.6,326.5,385,4.3,,4.8
Ask,,,252.3,380,4.3,4.4,4.8
Bid,,,240.4,380,0,0,0.0
Bid,,325.1,,375,0,0,0.0
Ask,,337.9,,375,3.4,4.6,4.8
Ask,,,,370,4.3,4.6,4.8
Bid,,,,370,0,0.1,0.0
Ask,,,,365,4.3,4.6,4.8
Bid,,,,365,0,0,0.0
Ask,,,271.8,360,0.35,1.15,4.8
Bid,,,257.3,360,0.05,0.1,0.0
Bid,,,,355,0,,0.0
Ask,,,,355,4.3,,4.8
Bid,350.6,,349.4,350,0,0,0.0
Ask,361.9,,362.1,350,0.3,4.5,4.8
Bid,,354.9,354.4,345,0,0,0.0
Ask,,367.5,365.6,345,0.25,4.5,4.7
Ask,371.9,,,340,4.3,4.5,4.7
Bid,360.5,,,340,0,0,0.0
Ask,,,,335,2.35,4.5,2.0
Bid,,,,335,0,0,0.0
Ask,,381.1,382.1,330,4.3,4.5,
Bid,,369.7,369.3,330,0,0,
Bid,,,,325,0,0,
Ask,,,,325,0.25,4.4,
Ask,,,,320,4.3,4.4,
Bid,,,,320,0,0,
Ask,,397.5,398,315,4.3,4.4,
Bid,,384.6,383.1,315,0,0,
Ask,,,402,310,4.3,1.65,
Bid,,,388.3,310,0,0,
Bid,,394.6,,305,,0,
Ask,,406,,305,4.3,4.4,
Ask,,411.4,412,300,0.45,4.4,
Bid,,399.6,397.7,300,0,0,
Bid,,404.6,402.8,295,0,,
Ask,,417.4,417.1,295,4.3,,
Ask,,421.9,,290,,4.4,
Bid,,409.5,,290,,0,
Bid,,,413,285,0,0,
Ask,,,427,285,4.3,1,
Bid,,,,280,0,,
Ask,,,,280,4.3,,
Bid,,,,275,0,,
Ask,,,,275,4.3,,
Bid,,,349,270,0,,
Ask,,,360.8,270,4.3,,
Bid,,,,265,0,,
Ask,,,,265,4.3,,
Bid,,,437.7,260,0,,
Ask,,,453.6,260,4.3,,
Bid,,,,255,0,,
Ask,,,,255,4.3,,
Ask,,,462.1,250,4.3,,
Bid,,,447.6,250,0,,
Bid,,,452.6,245,0,,
Ask,,,468.6,245,4.3,,
Bid,,,457.6,240,0,,
Ask,,,472,240,4.3,,
Bid,,,462.6,235,0,,
Ask,,,477,235,4.3,,
Ask,,,484.2,230,4.3,,
Bid,,,467.6,230,0,,
Bid,,,472.7,225,0,,
Ask,,,488.8,225,4.3,,
Ask,,,497,215,4.3,,
Bid,,,482.6,215,0,,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Bid,,0,0,410,,,
Ask,,2.45,0.2,410,,,
Ask,2.35,0.5,2.65,400,,150,
Bid,0,0,0,400,,146,
Ask,2.45,2.65,2.35,390,139.5,,
Bid,0,0,0,390,136,,
Ask,2.7,2.6,2.2,380,,,130.0
Bid,0,0,0,380,,,126.5
Bid,,0,0,370,116,,
Ask,,2.7,2.25,370,119.5,,
Bid,0,0,0,360,106,106.3,
Ask,3.2,2.85,2.3,360,109.8,110,
Ask,3.1,2.7,1,350,,,
Bid,0.5,0,0,350,,,
Ask,3.4,2.9,0.2,345,94.4,,
Bid,0.3,0,0.1,345,91.2,,
Bid,0.3,0,0,340,86.1,,87.1
Ask,2.85,3,2.7,340,89.5,,91.1
Bid,1,,0,335,,,
Ask,3.4,,2.65,335,,,
Bid,0.8,0,0,330,,,
Ask,3.6,3,2.65,330,,,
Bid,1,0,0,325,71.2,,
Ask,4.1,3.2,2.5,325,75,,
Bid,1.5,0,0,320,,,
Ask,4.4,3.2,0.55,320,,,
Bid,1.75,0.15,0,315,61.3,,
Ask,5.2,3.5,0.8,315,65.5,,
Ask,5.6,3.9,2.9,310,60.5,61.6,63.5
Bid,2.45,0.4,0.2,310,56.5,57.9,60.0
Ask,,,2.9,307.5,57.9,,
Bid,,,0,307.5,54,,
Bid,3.6,0.65,0,305,51.5,,
Ask,6.3,4,2.8,305,55.4,,
Bid,4.3,2,0.3,300,46.7,,
Ask,7.8,4,1,300,50.7,,
Bid,,,0,297.5,,,
Ask,,,3.3,297.5,,,
Bid,5.1,1.65,0.7,295,42,,47.5
Ask,8.2,5.1,2.85,295,46,,51.3
Bid,6,2.5,0.2,290,37.6,40.1,
Ask,9.6,5.2,3.6,290,41.5,44,
Bid,7,3.5,1.15,285,33,36,39.5
Ask,10.7,6.9,3.1,285,37.4,40,43.1
Ask,,,4.5,282.5,,,
Bid,,,0.5,282.5,,,
Ask,12.2,8,3.9,280,32.9,35.7,39.7
Bid,8.5,5.3,1,280,28.8,32.6,35.7
Ask,,,3.9,277.5,30.6,,
Bid,,,1.5,277.5,27,,
Ask,13.6,9.3,5.3,275,28.9,32.7,
Bid,10,6,2,275,25,28.7,
Ask,,,6.1,272.5,27.1,,
Bid,,,2.5,272.5,23,,
Ask,15.3,11,7.3,270,25.1,28.7,33.0
Bid,12.1,8.3,4,270,21,25.5,29.2
Ask,,,8,267.5,23.9,,
Bid,,,4,267.5,19.1,,
Bid,13.6,9.4,5,265,17.4,22,26.0
Ask,17.1,12.7,8.8,265,21.9,25.3,29.1
Bid,15.6,11.5,7.7,260,14.5,19.4,23.0
Ask,19.2,14.9,10.5,260,19,22.4,26.3
Ask,,,12,257.5,17.5,,
Bid,,,8,257.5,13,,
Bid,17.9,13.6,9,255,11.5,16.8,20.5
Ask,21.5,17,12.9,255,16.1,19.6,23.6
Bid,,,10,252.5,10.8,,
Ask,,,14.5,252.5,14.7,,
Ask,23.6,19.6,15.5,250,12.8,17.1,21.0
Bid,20.3,16.1,11.5,250,9,14,17.8
Ask,,,16.8,247.5,11.9,,
Bid,,,12.9,247.5,8.2,,
Bid,23,18.9,14.3,245,7.2,12.1,15.5
Ask,26.6,22.1,18.5,245,11.3,14.9,18.7
Bid,,,16.4,242.5,6.4,,
Ask,,,20.4,242.5,10.5,,
Ask,29.3,25.5,22,240,9.3,12.9,16.8
Bid,25.9,22,17.7,240,7,9.6,13.7
Bid,,,20,237.5,5.1,,
Ask,,,23.5,237.5,9,,
Bid,29,25.2,21.9,235,4.5,8.1,11.9
Ask,32.4,28.7,25.7,235,8,11.1,14.8
Bid,,,23.7,232.5,3.7,,
Ask,,,27,232.5,7.5,,
Ask,35.5,32.1,29.2,230,7,9.6,13.0
Bid,32.2,28.6,25.6,230,3.1,6.4,10.0
Ask,,,,227.5,6.5,,
Bid,,,,227.5,2.75,,
Ask,,35.8,33,225,5.8,8.3,11.4
Bid,,32.2,29.4,225,2.2,5.6,8.0
Bid,,,,222.5,1.55,,
Ask,,,,222.5,5.5,,
Ask,42.7,39.6,36.8,220,5,7.4,10.2
Bid,38.8,36.2,33.5,220,1.8,4.3,6.7
Bid,,40.2,37.5,215,0.55,3.5,5.8
Ask,,43.5,41.5,215,3.3,6.3,9.1
Bid,,44.1,42.1,210,0,2.55,4.6
